Distribuidora;Conjunto;Municipio;Estado;MUNICÍPIO_R;Endereco;LAT_SUB;LONG_SUB
CPFL JAGUARI;CHAVANTES;CHAVANTES;SP;CHAVANTES;CPFL JAGUARI SUBESTACAO CHAVANTES;-23,0468115;-49,703208
CPFL SANTA CRUZ;CHAVANTES;CHAVANTES;SP;CHAVANTES;CPFL SANTA CRUZ SUBESTACAO CHAVANTES;-23,0468115;-49,703208
CPFL JAGUARI;CHAVANTES 1;CHAVANTES;SP;CHAVANTES;CPFL JAGUARI SUBESTACAO CHAVANTES 1;-23,0468115;-49,703208
EQUATORIAL MA;PALESTINA;BREJO;MA;BREJO;EQUATORIAL MA SUBESTACAO PALESTINA;-2,565198;-44,3248054
EDEVP;RANCHARIA-ENTROCAMENTO;RANCHARIA;SP;RANCHARIA;EDEVP SUBESTACAO RANCHARIA-ENTROCAMENTO;-22,2355701;-50,9074631
ESS;RANCHARIA-ENTROCAMENTO;RANCHARIA;SP;RANCHARIA;ESS SUBESTACAO RANCHARIA-ENTROCAMENTO;-22,2282688;-50,8936218
CELG-D;NEROPOLIS S1;NEROPOLIS;GO;NEROPOLIS;CELG-D SUBESTACAO NEROPOLIS S1;-16,401819;-49,2244174
CELG-D;NEROPOLIS S2;NEROPOLIS;GO;NEROPOLIS;CELG-D SUBESTACAO NEROPOLIS S2;-16,401819;-49,2244174
EPB;LUCENA;LUCENA;PB;LUCENA;EPB SUBESTACAO LUCENA;-6,9448519;-34,9074912
ELEKTRO;CONCHAL;CONCHAL;SP;CONCHAL;ELEKTRO SUBESTACAO CONCHAL;-22,3436431;-47,1550756
CERTEL;TEUTONIA;TEUTONIA;RS;TEUTONIA;CERTEL SUBESTACAO TEUTONIA;-29,449062;-51,8048041
ELEKTRO;PIRAPOZINHO;PIRAPOZINHO;SP;PIRAPOZINHO;ELEKTRO SUBESTACAO PIRAPOZINHO;-22,2713283;-51,4948516
CPFL JAGUARI;CASA BRANCA;CASA BRANCA;SP;CASA BRANCA;CPFL JAGUARI SUBESTACAO CASA BRANCA;-21,7796815;-47,0710624
CPFL LESTE PAULISTA;CASA BRANCA;CASA BRANCA;SP;CASA BRANCA;CPFL LESTE PAULISTA SUBESTACAO CASA BRANCA;-21,7796815;-47,0710624
ELEKTRO;FLORIDA PAULISTA;FLORIDA PAULISTA;SP;FLORIDA PAULISTA;ELEKTRO SUBESTACAO FLORIDA PAULISTA;-21,488671;-51,693467
COELBA;MATARANDIBA;NAZARE;BA;NAZARE;COELBA SUBESTACAO MATARANDIBA;-13,0063141;-38,7592885
COELBA;NAZARE;NAZARE;BA;NAZARE;COELBA SUBESTACAO NAZARE;-13,0063141;-38,7592885
CELESC-DIS;ITAIOPOLIS;ITAIOPOLIS;SC;ITAIOPOLIS;CELESC-DIS SUBESTACAO ITAIOPOLIS;-26,3343682;-49,9051147
ELEKTRO;ILHA SOLTEIRA;ILHA SOLTEIRA;SP;ILHA SOLTEIRA;ELEKTRO SUBESTACAO ILHA SOLTEIRA;-20,4326254;-51,348384
CPFL-PAULISTA;DUARTINA 1;DUARTINA;SP;DUARTINA;CPFL-PAULISTA SUBESTACAO DUARTINA 1;-22,4137783;-49,4069706
CEMIG-D;BOTELHOS;BOTELHOS;MG;BOTELHOS;CEMIG-D SUBESTACAO BOTELHOS;-21,3838073;-46,5222046
EPB;POCINHOS;POCINHOS;PB;POCINHOS;EPB SUBESTACAO POCINHOS;-7,0775827;-36,0589152
EMS;JARDIM;JARDIM;MS;JARDIM;EMS SUBESTACAO JARDIM;-21,4855479;-56,1515885
CEMIG-D;PITANGUI 2;PITANGUI;MG;PITANGUI;CEMIG-D SUBESTACAO PITANGUI 2;-19,6957149;-44,9057846
CEDRI;CEDRI;ITARIRI;SP;ITARIRI;CEDRI SUBESTACAO CEDRI;-24,2928705;-47,1763125
CPFL-PAULISTA;VALPARAISO CTEEP;VALPARAISO;SP;VALPARAISO;CPFL-PAULISTA SUBESTACAO VALPARAISO CTEEP;-21,2294354;-50,8593077
ELEKTRO;PEREIRA BARRETO;PEREIRA BARRETO;SP;PEREIRA BARRETO;ELEKTRO SUBESTACAO PEREIRA BARRETO;-20,6077268;-51,0964666
CELG-D;IPAMERI;IPAMERI;GO;IPAMERI;CELG-D SUBESTACAO IPAMERI;-17,722004;-48,1585601
CPFL-PAULISTA;BRODOWSKI 1;BRODOWSKI;SP;BRODOWSKI;CPFL-PAULISTA SUBESTACAO BRODOWSKI 1;-21,0045149;-47,6598196
ELEKTRO;PILAR DO SUL;PILAR DO SUL;SP;PILAR DO SUL;ELEKTRO SUBESTACAO PILAR DO SUL;-23,8079856;-47,7134421
COSERN;JUCURUTU;JUCURUTU;RN;JUCURUTU;COSERN SUBESTACAO JUCURUTU;-6,0372238;-37,0081432
CPFL-PAULISTA;IBIRA 1-VILA VENTURA;IBIRA;SP;IBIRA;CPFL-PAULISTA SUBESTACAO IBIRA 1-VILA VENTURA;-21,0835056;-49,245293
ETO;GUARAI I;GUARAI;TO;GUARAI;ETO SUBESTACAO GUARAI I;-8,847423;-48,5056067
ETO;GUARAI II;GUARAI;TO;GUARAI;ETO SUBESTACAO GUARAI II;-8,8366195;-48,5111263
EPB;ARARUNA;ARARUNA;PB;ARARUNA;EPB SUBESTACAO ARARUNA;-6,535202;-35,7324759
ELEKTRO;IRACEMAPOLIS;IRACEMAPOLIS;SP;IRACEMAPOLIS;ELEKTRO SUBESTACAO IRACEMAPOLIS;-22,5775916;-47,5288173
RGE;GUAPORE;GUAPORE;RS;GUAPORE;RGE SUBESTACAO GUAPORE;-28,8503622;-51,8920676
RGE SUL;GUAPORE;GUAPORE;RS;GUAPORE;RGE SUL SUBESTACAO GUAPORE;-28,8503622;-51,8920676
EPB;BREJO DO CRUZ;BREJO DO CRUZ;PB;BREJO DO CRUZ;EPB SUBESTACAO BREJO DO CRUZ;-6,34;-37,49
CELG-D;ALEXANIA;ALEXANIA;GO;ALEXANIA;CELG-D SUBESTACAO ALEXANIA;-16,0804275;-48,5075874
EQUATORIAL MA;SAO BERNARDO;SAO BERNARDO;MA;SAO BERNARDO;EQUATORIAL MA SUBESTACAO SAO BERNARDO;-2,5550145;-44,2215963
CELPE;CORRENTES;CORRENTES;PE;CORRENTES;CELPE SUBESTACAO CORRENTES;-9,1268528;-36,3391125
ESS;MARTINOPOLIS;MARTINOPOLIS;SP;MARTINOPOLIS;ESS SUBESTACAO MARTINOPOLIS;-22,1483673;-51,1700627
ESS;MARTINOPOLIS;MARTINOPOLIS;SP;MARTINOPOLIS;ESS SUBESTACAO MARTINOPOLIS;-22,1483673;-51,1700627
ETO;PEDRO AFONSO;PEDRO AFONSO;TO;PEDRO AFONSO;ETO SUBESTACAO PEDRO AFONSO;-8,975421;-48,1777686
CELG-D;ITAPURANGA;ITAPURANGA;GO;ITAPURANGA;CELG-D SUBESTACAO ITAPURANGA;-14,9435222;-49,5239448
COELBA;ITABEROE;ITUBERA;BA;ITUBERA;COELBA SUBESTACAO ITABEROE;-13,7351307;-39,1558256
ENEL CE;UMIRIM;UMIRIM;CE;UMIRIM;ENEL CE SUBESTACAO UMIRIM;-3,6855829;-39,3563593
ELEKTRO;CANANEIA;CANANEIA;SP;CANANEIA;ELEKTRO SUBESTACAO CANANEIA;-25,0150802;-47,9290096
EPB;TEIXEIRA;TEIXEIRA;PB;TEIXEIRA;EPB SUBESTACAO TEIXEIRA;-7,2220293;-37,2540187
COELBA;SOBRADINHO;SOBRADINHO;BA;SOBRADINHO;COELBA SUBESTACAO SOBRADINHO;-9,4363861;-40,8268547
EQUATORIAL PA;ANAJAS;ANAJAS;PA;ANAJAS;EQUATORIAL PA SUBESTACAO ANAJAS;-1,0124698;-48,9529243
EMG;MIRAI;MIRAI;MG;MIRAI;EMG SUBESTACAO MIRAI;-21,2021076;-42,6223104
COELBA;ITIUBA;ITIUBA;BA;ITIUBA;COELBA SUBESTACAO ITIUBA;-10,6836255;-39,8694306
CEMIG-D;MANTENA;MANTENA;MG;MANTENA;CEMIG-D SUBESTACAO MANTENA;-18,7795336;-40,9830526
CEMIG-D;PEDRA AZUL;PEDRA AZUL;MG;PEDRA AZUL;CEMIG-D SUBESTACAO PEDRA AZUL;-16,0022685;-41,2792694
CEMIG-D;CORINTO 1;CORINTO;MG;CORINTO;CEMIG-D SUBESTACAO CORINTO 1;-18,512178;-44,5550308
COSERN;TANGARA;TANGARA;RN;TANGARA;COSERN SUBESTACAO TANGARA;-6,197505;-35,8026583
ETO;TAGUATINGA;TAGUATINGA;TO;TAGUATINGA;ETO SUBESTACAO TAGUATINGA;-12,3991216;-46,4255728
CELG-D;BELA VISTA S1;BELA VISTA DE GOIAS;GO;BELA VISTA DE GOIAS;CELG-D SUBESTACAO BELA VISTA S1;-16,97;-48,95
CELG-D;BELA VISTA S2;BELA VISTA DE GOIAS;GO;BELA VISTA DE GOIAS;CELG-D SUBESTACAO BELA VISTA S2;-16,97;-48,95
ENEL CE;INDEPENDENCIA;INDEPENDENCIA;CE;INDEPENDENCIA;ENEL CE SUBESTACAO INDEPENDENCIA;-5,3887491;-40,3254356
COELBA;RODA VELHA;SAO DESIDERIO;BA;SAO DESIDERIO;COELBA SUBESTACAO RODA VELHA;-13,6550315;-45,7115012
CPFL JAGUARI;ITAI;ITAI;SP;ITAI;CPFL JAGUARI SUBESTACAO ITAI;-23,4217742;-49,0924714
CPFL SANTA CRUZ;ITAI;ITAI;SP;ITAI;CPFL SANTA CRUZ SUBESTACAO ITAI;-23,4217742;-49,0924714
CPFL JAGUARI;ITAI 1;ITAI;SP;ITAI;CPFL JAGUARI SUBESTACAO ITAI 1;-23,4217742;-49,0924714
COSERN;LITORAL SUL;NISIA FLORESTA;RN;NISIA FLORESTA;COSERN SUBESTACAO LITORAL SUL;-5,9921472;-35,1344901
EMS;CAMAPUA;CAMAPUA;MS;CAMAPUA;EMS SUBESTACAO CAMAPUA;-19,5331865;-54,040182
ELEKTRO;TAMBAU;TAMBAU;SP;TAMBAU;ELEKTRO SUBESTACAO TAMBAU;-21,7101003;-47,2865802
EPB;JUAZEIRINHO;JUAZEIRINHO;PB;JUAZEIRINHO;EPB SUBESTACAO JUAZEIRINHO;-7,066667;-36,616667
CEMIG-D;IBIA 2;IBIA;MG;IBIA;CEMIG-D SUBESTACAO IBIA 2;-19,4881577;-46,5434837
CEMIG-D;JACUTINGA;JACUTINGA;MG;JACUTINGA;CEMIG-D SUBESTACAO JACUTINGA;-21,56427;-45,726926
COELBA;IACU;IACU;BA;IACU;COELBA SUBESTACAO IACU;-12,7629635;-40,2102977
EQUATORIAL PA;GURUPA;GURUPA;PA;GURUPA;EQUATORIAL PA SUBESTACAO GURUPA;-1,6764287;-50,4811172
CEMIG-D;SAO GONCALO DO SAPUCAI;SAO GONCALO DO SAPUCAI;MG;SAO GONCALO DO SAPUCAI;CEMIG-D SUBESTACAO SAO GONCALO DO SAPUCAI;-21,8919235;-45,5952842
CELESC-DIS;SIDEROPOLIS;SIDEROPOLIS;SC;SIDEROPOLIS;CELESC-DIS SUBESTACAO SIDEROPOLIS;-28,5996841;-49,4250571
EFLJC;SIDEROPOLIS;SIDEROPOLIS;SC;SIDEROPOLIS;EFLJC SUBESTACAO SIDEROPOLIS;-28,5996841;-49,4250571
CEMIG-D;AVATINGUARA;CANAPOLIS;MG;CANAPOLIS;CEMIG-D SUBESTACAO AVATINGUARA;-18,5867442;-49,1977488
EQUATORIAL AL;MARAGOGI;MARAGOGI;AL;MARAGOGI;EQUATORIAL AL SUBESTACAO MARAGOGI;-8,9997828;-35,2204476
CEMIG-D;CAMBUQUIRA 1;CAMBUQUIRA;MG;CAMBUQUIRA;CEMIG-D SUBESTACAO CAMBUQUIRA 1;-21,8615947;-45,2829906
CEMIG-D;BAMBUI;BAMBUI;MG;BAMBUI;CEMIG-D SUBESTACAO BAMBUI;-20,0108942;-45,9798512
EPB;AROEIRAS;AROEIRAS;PB;AROEIRAS;EPB SUBESTACAO AROEIRAS;-7,557519;-35,7270336
CEMIG-D;AIMORES;AIMORES;MG;AIMORES;CEMIG-D SUBESTACAO AIMORES;-19,4919995;-41,0569761
ENEL RJ;AREAL;AREAL;RJ;AREAL;ENEL RJ SUBESTACAO AREAL;-22,2254575;-43,0912294
CELESC-DIS;TAIO;TAIO;SC;TAIO;CELESC-DIS SUBESTACAO TAIO;-27,1357534;-49,9869835
ESS;SANTO ANASTACIO;SANTO ANASTACIO;SP;SANTO ANASTACIO;ESS SUBESTACAO SANTO ANASTACIO;-21,9861189;-51,6609703
COPEL-DIS;FLORESTOPOLIS;FLORESTOPOLIS;PR;FLORESTOPOLIS;COPEL-DIS SUBESTACAO FLORESTOPOLIS;-22,8588375;-51,3876344
CEMIG-D;CAMPOS GERAIS;CAMPOS GERAIS;MG;CAMPOS GERAIS;CEMIG-D SUBESTACAO CAMPOS GERAIS;-21,2346873;-45,7624366
CPFL-PAULISTA;NOVA GRANADA 1;NOVA GRANADA;SP;NOVA GRANADA;CPFL-PAULISTA SUBESTACAO NOVA GRANADA 1;-20,5253544;-49,3230523
RGE;SARANDI;SARANDI;RS;SARANDI;RGE SUBESTACAO SARANDI;-27,9471717;-52,9285484
RGE SUL;SARANDI;SARANDI;RS;SARANDI;RGE SUL SUBESTACAO SARANDI;-29,9962501;-51,1384392
RGE;TRES PASSOS;TRES PASSOS;RS;TRES PASSOS;RGE SUBESTACAO TRES PASSOS;-27,4440746;-53,9343407
RGE SUL;TRES PASSOS;TRES PASSOS;RS;TRES PASSOS;RGE SUL SUBESTACAO TRES PASSOS;-27,4440746;-53,9343407
MUXENERGIA;TAPEJARA;TAPEJARA;RS;TAPEJARA;MUXENERGIA SUBESTACAO TAPEJARA;-28,0673865;-52,0113966
CELG-D;ARAGARCAS;ARAGARCAS;GO;ARAGARCAS;CELG-D SUBESTACAO ARAGARCAS;-16,5803628;-49,259827
EQUATORIAL PA;AFUA;AFUA;PA;AFUA;EQUATORIAL PA SUBESTACAO AFUA;-0,15;-50,38
EQUATORIAL AL;PAO DE ACUCAR;PAO DE ACUCAR;AL;PAO DE ACUCAR;EQUATORIAL AL SUBESTACAO PAO DE ACUCAR;-9,7263859;-37,4310872
EMS;MIRANDA;MIRANDA;MS;MIRANDA;EMS SUBESTACAO MIRANDA;-20,239392;-56,3892077
EMS;MIRANDA DUQUE ESTRADA;MIRANDA;MS;MIRANDA;EMS SUBESTACAO MIRANDA DUQUE ESTRADA;-20,2202639;-56,3148002
COSERN;SAO MIGUEL;ANGICOS;RN;ANGICOS;COSERN SUBESTACAO SAO MIGUEL;-5,6795944;-36,452012
ENEL CE;IBIAPINA;IBIAPINA;CE;IBIAPINA;ENEL CE SUBESTACAO IBIAPINA;-3,6911241;-40,3616569
RGE SUL;ENCANTADO;ENCANTADO;RS;ENCANTADO;RGE SUL SUBESTACAO ENCANTADO;-29,1829788;-51,2079781
COPEL-DIS;CIDADE GAUCHA;CIDADE GAUCHA;PR;CIDADE GAUCHA;COPEL-DIS SUBESTACAO CIDADE GAUCHA;-23,3731152;-52,9034621
CELESC-DIS;SAO JOAQUIM;SAO JOAQUIM;SC;SAO JOAQUIM;CELESC-DIS SUBESTACAO SAO JOAQUIM;-28,2745852;-49,9202779
CELG-D;ANICUNS;ANICUNS;GO;ANICUNS;CELG-D SUBESTACAO ANICUNS;-16,5803628;-49,259827
CHESP;RIALMA;RIALMA;GO;RIALMA;CHESP SUBESTACAO RIALMA;-15,3216775;-49,5675337
ESS;LUCELIA;LUCELIA;SP;LUCELIA;ESS SUBESTACAO LUCELIA;-21,725503;-51,0267909
RGE;TUPANCIRETA;TUPANCIRETA;RS;TUPANCIRETA;RGE SUBESTACAO TUPANCIRETA;-29,2754406;-53,4983717
RGE SUL;TUPANCIRETA;TUPANCIRETA;RS;TUPANCIRETA;RGE SUL SUBESTACAO TUPANCIRETA;-29,4323665;-53,0293493
CELG-D;PIRACANJUBA;PIRACANJUBA;GO;PIRACANJUBA;CELG-D SUBESTACAO PIRACANJUBA;-17,3047715;-49,0265083
CELG-D;ROCHEDO;PIRACANJUBA;GO;PIRACANJUBA;CELG-D SUBESTACAO ROCHEDO;-17,3047715;-49,0265083
CEMIG-D;NOVO CRUZEIRO;NOVO CRUZEIRO;MG;NOVO CRUZEIRO;CEMIG-D SUBESTACAO NOVO CRUZEIRO;-17,4562469;-41,8735327
EMS;BONITO;BONITO;MS;BONITO;EMS SUBESTACAO BONITO;-21,127376;-56,4822323
EMS;BONITO CEDERB;BONITO;MS;BONITO;EMS SUBESTACAO BONITO CEDERB;-21,127376;-56,4822323
EDEVP;BASTOS II;BASTOS;SP;BASTOS;EDEVP SUBESTACAO BASTOS II;-21,9126921;-50,7335521
ESS;BASTOS II;BASTOS;SP;BASTOS;ESS SUBESTACAO BASTOS II;-21,9206206;-50,7325898
RGE SUL;SAO MARCOS;SAO MARCOS;RS;SAO MARCOS;RGE SUL SUBESTACAO SAO MARCOS;-28,971968;-51,072667
CPFL-PAULISTA;PIRANGI 1;PIRANGI;SP;PIRANGI;CPFL-PAULISTA SUBESTACAO PIRANGI 1;-21,096635;-48,671873
EMS;BATAGUASSU;BATAGUASSU;MS;BATAGUASSU;EMS SUBESTACAO BATAGUASSU;-21,711004;-52,4160803
ESE;PORTO DA FOLHA;PORTO DA FOLHA;SE;PORTO DA FOLHA;ESE SUBESTACAO PORTO DA FOLHA;-9,9202483;-37,268727
EQUATORIAL MA;APICUM-ACU;APICUM-ACU;MA;APICUM-ACU;EQUATORIAL MA SUBESTACAO APICUM-ACU;-1,46;-45,1
EDP ES;MIMOSO DO SUL;MIMOSO DO SUL;ES;MIMOSO DO SUL;EDP ES SUBESTACAO MIMOSO DO SUL;-21,061399;-41,3671395
EQUATORIAL AL;VICOSA;VICOSA;AL;VICOSA;EQUATORIAL AL SUBESTACAO VICOSA;-9,3718916;-36,2257285
CPFL JAGUARI;BERNARDINO DE CAMPOS;BERNARDINO DE CAMPOS;SP;BERNARDINO DE CAMPOS;CPFL JAGUARI SUBESTACAO BERNARDINO DE CAMPOS;-23,01;-49,47
CPFL SANTA CRUZ;BERNARDINO DE CAMPOS;BERNARDINO DE CAMPOS;SP;BERNARDINO DE CAMPOS;CPFL SANTA CRUZ SUBESTACAO BERNARDINO DE CAMPOS;-23,01;-49,47
CPFL-PAULISTA;VIRADOURO 1;VIRADOURO;SP;VIRADOURO;CPFL-PAULISTA SUBESTACAO VIRADOURO 1;-20,8750973;-48,3010607
CELESC-DIS;PALMITOS;PALMITOS;SC;PALMITOS;CELESC-DIS SUBESTACAO PALMITOS;-27,0714187;-53,1620094
CEMIG-D;CONSELHEIRO PENA;CONSELHEIRO PENA;MG;CONSELHEIRO PENA;CEMIG-D SUBESTACAO CONSELHEIRO PENA;-19,1682361;-41,4660564
CELG-D;CAMPINORTE;CAMPINORTE;GO;CAMPINORTE;CELG-D SUBESTACAO CAMPINORTE;-14,3141368;-49,1514658
ENEL CE;NOVA OLINDA;NOVA OLINDA;CE;NOVA OLINDA;ENEL CE SUBESTACAO NOVA OLINDA;-7,4725833;-38,9786125
CEMIG-D;ITAGUARA 1;ITAGUARA;MG;ITAGUARA;CEMIG-D SUBESTACAO ITAGUARA 1;-20,3935408;-44,4962714
CELG-D;FIRMINOPOLIS S1;FIRMINOPOLIS;GO;FIRMINOPOLIS;CELG-D SUBESTACAO FIRMINOPOLIS S1;-16,58;-50,3
CELG-D;FIRMINOPOLIS S2;FIRMINOPOLIS;GO;FIRMINOPOLIS;CELG-D SUBESTACAO FIRMINOPOLIS S2;-16,58;-50,3
CEMIG-D;SABINOPOLIS;SABINOPOLIS;MG;SABINOPOLIS;CEMIG-D SUBESTACAO SABINOPOLIS;-18,6629709;-43,0824797
EMG;MANHUMIRIM;MANHUMIRIM;MG;MANHUMIRIM;EMG SUBESTACAO MANHUMIRIM;-20,3519287;-41,9588384
EDP ES;FUNDAO;FUNDAO;ES;FUNDAO;EDP ES SUBESTACAO FUNDAO;-19,9294551;-40,4067684
EMS;RIO VERDE;RIO VERDE DE MATO GROSSO;MS;RIO VERDE DE MATO GROSSO;EMS SUBESTACAO RIO VERDE;-18,9157832;-54,8452304
EQUATORIAL MA;PORTO FRANCO II;PORTO FRANCO;MA;PORTO FRANCO;EQUATORIAL MA SUBESTACAO PORTO FRANCO II;-6,3391266;-47,4067592
CELPE;INAJA;INAJA;PE;INAJA;CELPE SUBESTACAO INAJA;-8,8985729;-37,8317451
CELESC-DIS;PAPANDUVA;PAPANDUVA;SC;PAPANDUVA;CELESC-DIS SUBESTACAO PAPANDUVA;-26,3958802;-50,1649019
CEMIG-D;MONTALVANIA 1;MONTALVANIA;MG;MONTALVANIA;CEMIG-D SUBESTACAO MONTALVANIA 1;-14,4209229;-44,3661518
CPFL-PAULISTA;CAJOBI 1;CAJOBI;SP;CAJOBI;CPFL-PAULISTA SUBESTACAO CAJOBI 1;-20,8828926;-48,8193473
CPFL JAGUARI;CERQUEIRA CESAR;CERQUEIRA CESAR;SP;CERQUEIRA CESAR;CPFL JAGUARI SUBESTACAO CERQUEIRA CESAR;-23,1579888;-49,9694738
CPFL SANTA CRUZ;CERQUEIRA CESAR;CERQUEIRA CESAR;SP;CERQUEIRA CESAR;CPFL SANTA CRUZ SUBESTACAO CERQUEIRA CESAR;-23,0357882;-49,1618484
COELBA;CASTRO ALVES;CASTRO ALVES;BA;CASTRO ALVES;COELBA SUBESTACAO CASTRO ALVES;-12,7617553;-39,419926
CELG-D;RUBIATABA;RUBIATABA;GO;RUBIATABA;CELG-D SUBESTACAO RUBIATABA;-15,1631158;-49,8019053
COSERN;BREJINHO;BREJINHO;RN;BREJINHO;COSERN SUBESTACAO BREJINHO;-6,186729;-35,3575096
COPEL-DIS;BARBOSA FERRAZ;BARBOSA FERRAZ;PR;BARBOSA FERRAZ;COPEL-DIS SUBESTACAO BARBOSA FERRAZ;-24,0355712;-52,0128819
COELBA;MIGUEL CALMOM;MIGUEL CALMON;BA;MIGUEL CALMON;COELBA SUBESTACAO MIGUEL CALMOM;-11,3778847;-40,6040017
CELPE;RIACHO DAS ALMAS;RIACHO DAS ALMAS;PE;RIACHO DAS ALMAS;CELPE SUBESTACAO RIACHO DAS ALMAS;-8,1439172;-35,8709035
ELEKTRO;RIOLANDIA;RIOLANDIA;SP;RIOLANDIA;ELEKTRO SUBESTACAO RIOLANDIA;-19,9872564;-49,6840421
CEMIG-D;PARAISOPOLIS;PARAISOPOLIS;MG;PARAISOPOLIS;CEMIG-D SUBESTACAO PARAISOPOLIS;-22,5511018;-45,7813384
CELG-D;CACHOEIRA ALTA;CACHOEIRA ALTA;GO;CACHOEIRA ALTA;CELG-D SUBESTACAO CACHOEIRA ALTA;-18,7476925;-50,9442862
EQUATORIAL AL;MARIBONDO;MARIBONDO;AL;MARIBONDO;EQUATORIAL AL SUBESTACAO MARIBONDO;-9,5706529;-36,2923243
ETO;XAMBIOA;XAMBIOA;TO;XAMBIOA;ETO SUBESTACAO XAMBIOA;-6,41;-48,53
ETO;XAMBIOA II;XAMBIOA;TO;XAMBIOA;ETO SUBESTACAO XAMBIOA II;-6,4092684;-48,536111
ESE;NOSSA SENHORA DAS DORES;NOSSA SENHORA DAS DORES;SE;NOSSA SENHORA DAS DORES;ESE SUBESTACAO NOSSA SENHORA DAS DORES;-10,4877558;-37,1929205
EQUATORIAL MA;ITINGA;ITINGA DO MARANHAO;MA;ITINGA DO MARANHAO;EQUATORIAL MA SUBESTACAO ITINGA;-4,9634877;-47,5086771
COELBA;PRADO;PRADO;BA;PRADO;COELBA SUBESTACAO PRADO;-17,2749494;-39,219568
CEMIG-D;BURITIS 1;BURITIS;MG;BURITIS;CEMIG-D SUBESTACAO BURITIS 1;-15,61;-46,42
CEMIG-D;BURITIS 2;BURITIS;MG;BURITIS;CEMIG-D SUBESTACAO BURITIS 2;-19,9629969;-44,1382976
COPEL-DIS;GOV. PARIGOT DE SOUZA;ANTONINA;PR;ANTONINA;COPEL-DIS SUBESTACAO GOV. PARIGOT DE SOUZA;-25,2618898;-48,7440747
CEMIG-D;CENTRALINA;CENTRALINA;MG;CENTRALINA;CEMIG-D SUBESTACAO CENTRALINA;-18,5867442;-49,1977488
ENEL RJ;SILVA JARDIM;SILVA JARDIM;RJ;SILVA JARDIM;ENEL RJ SUBESTACAO SILVA JARDIM;-22,6496697;-42,3906069
ENEL CE;CRUZ;CRUZ;CE;CRUZ;ENEL CE SUBESTACAO CRUZ;-5,1335949;-39,7213745
EDP ES;ECOPORANGA;ECOPORANGA;ES;ECOPORANGA;EDP ES SUBESTACAO ECOPORANGA;-18,3735924;-40,8316585
ELEKTRO;NHANDEARA;NHANDEARA;SP;NHANDEARA;ELEKTRO SUBESTACAO NHANDEARA;-20,6933124;-50,0462651
CELESC-DIS;ITUPORANGA;ITUPORANGA;SC;ITUPORANGA;CELESC-DIS SUBESTACAO ITUPORANGA;-27,4108215;-49,5989115
EPB;BANANEIRAS;BANANEIRAS;PB;BANANEIRAS;EPB SUBESTACAO BANANEIRAS;-6,7564839;-35,6323094
COPEL-DIS;MAMBORE;MAMBORE;PR;MAMBORE;COPEL-DIS SUBESTACAO MAMBORE;-24,3044811;-52,5315599
CEMIG-D;LUZ 1;LUZ;MG;LUZ;CEMIG-D SUBESTACAO LUZ 1;-19,7999458;-45,6746597
EMG;RECREIO;RECREIO;MG;RECREIO;EMG SUBESTACAO RECREIO;-21,52095;-42,473432
CEEE-D;ARROIO GRANDE;ARROIO GRANDE;RS;ARROIO GRANDE;CEEE-D SUBESTACAO ARROIO GRANDE;-32,2287769;-53,0915583
CELPE;PARNAMIRIM;PARNAMIRIM;PE;PARNAMIRIM;CELPE SUBESTACAO PARNAMIRIM;-8,0931358;-39,5863952
COPEL-DIS;CEU AZUL;CEU AZUL;PR;CEU AZUL;COPEL-DIS SUBESTACAO CEU AZUL;-25,1502687;-53,8604553
COSERN;ACARI;ACARI;RN;ACARI;COSERN SUBESTACAO ACARI;-6,2758041;-36,5238573
ELEKTRO;ITIRAPINA;ITIRAPINA;SP;ITIRAPINA;ELEKTRO SUBESTACAO ITIRAPINA;-22,2315781;-47,7888499
ELEKTRO;BURITAMA;BURITAMA;SP;BURITAMA;ELEKTRO SUBESTACAO BURITAMA;-21,0665263;-50,1476609
RGE;IBIRUBA;IBIRUBA;RS;IBIRUBA;RGE SUBESTACAO IBIRUBA;-28,6359007;-53,0914259
RGE SUL;IBIRUBA;IBIRUBA;RS;IBIRUBA;RGE SUL SUBESTACAO IBIRUBA;-28,6359007;-53,0914259
COELBA;MUNDO NOVO;MUNDO NOVO;BA;MUNDO NOVO;COELBA SUBESTACAO MUNDO NOVO;-11,9656735;-41,2679904
CEMIG-D;ALPINOPOLIS 2;ALPINOPOLIS;MG;ALPINOPOLIS;CEMIG-D SUBESTACAO ALPINOPOLIS 2;-20,8504652;-46,3887432
ELEKTRO;CASTILHO;CASTILHO;SP;CASTILHO;ELEKTRO SUBESTACAO CASTILHO;-20,7891309;-51,5996471
EQUATORIAL PA;PRAINHA;PRAINHA;PA;PRAINHA;EQUATORIAL PA SUBESTACAO PRAINHA;-1,952608;-54,0746993
ENEL CE;MACAOCA;MADALENA;CE;MADALENA;ENEL CE SUBESTACAO MACAOCA;-4,7600486;-39,4909284
CEMIG-D;FRANCISCO SA;FRANCISCO SA;MG;FRANCISCO SA;CEMIG-D SUBESTACAO FRANCISCO SA;-17,107103;-43,8226053
EPB;JACARAU;JACARAU;PB;JACARAU;EPB SUBESTACAO JACARAU;-6,6220369;-35,2813949
ENEL CE;MONSENHOR TABOSA;MONSENHOR TABOSA;CE;MONSENHOR TABOSA;ENEL CE SUBESTACAO MONSENHOR TABOSA;-4,7897993;-40,0634445
